Link,Charger Name,Google Review Rate,UY7F9,W4Efsd,W4Efsd 2,W4Efsd 3,Address,Source,EgL07d src,R8c4Qb,EgL07d src 2,R8c4Qb 2,A5dCOc src,JpCtJf,Power,yNqZw,lmLZWe,W4Efsd 5,Opening Time,Contact,Second Contact Number,fontBodyMedium
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad60e5d18881b39:0x7c598260e5545d09!8m2!3d-38.1069358!4d145.2502657!16s%2Fg%2F11tcfhm8lz!19sChIJORuIGF0O1moRCV1U5WCCWXw?authuser=0&hl=en&rclk=1,Chargefox Charging Station,,,·,Electric vehicle charging station,·,75 Evans Rd,https://www.chargepoint.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 22 kW,,1-Feb,·,,1300 518 038,,No reviews
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad640baf462ee59:0xaa8490eb12acd8f2!8m2!3d-37.821678!4d145.1240832!16s%2Fg%2F11jmq2dfqm!19sChIJWe5i9LpA1moR8tisEuuQhKo?authuser=0&hl=en&rclk=1,Chargefox Charging Station,,,·,Electric vehicle charging station,·,2-10 Harrow St,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 7 kW,,5-May,·,,1300 518 038,,No reviews
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad63c3e3388f311:0x29bce706144fa4e5!8m2!3d-37.8717032!4d145.244814!16s%2Fg%2F11h1ds5f6k!19sChIJEfOIMz481moR5aRPFAbnvCk?authuser=0&hl=en&rclk=1,Chargefox Charging Station,4.3,-6,·,Electric vehicle charging station,·,"Knox City Council Civic Centre, 511 Burwood Hwy",https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 22 kW,,2-Feb,·,Open 24 hours,1300 518 038,·,
https://www.google.com/maps/place/Electric+Vehicle+Charging+Station/data=!4m7!3m6!1s0x6ad643a9b91921ad:0x799dde9c386cfeff!8m2!3d-37.811869!4d145.0123035!16s%2Fg%2F11rncwbt6l!19sChIJrSEZualD1moR__5sOJzenXk?authuser=0&hl=en&rclk=1,Electric Vehicle Charging Station,,,·,Electric vehicle charging station,·,"Car Park, 620 Victoria St",,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,,,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 20 kW,Total,3,·,1300 518 038,Open 24 hours,,No reviews
https://www.google.com/maps/place/Evie+Charging+Station/data=!4m7!3m6!1s0x6ad63df9e7589369:0x93a5c0bb1601818b!8m2!3d-37.9214041!4d145.2375523!16s%2Fg%2F11s30frc3k!19sChIJaZNY5_k91moRi4EBFrvApZM?authuser=0&hl=en&rclk=1,Evie Charging Station,5,-2,·,Electric vehicle charging station,·,"Corner Stud &, Fulham Rd",https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,CHAdeMO,· 50 kW,,1-Feb,·,Open 24 hours,·,1300 463 843,
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad6405f5c2a345d:0x198131f9d3507cc0!8m2!3d-37.8443581!4d145.111212!16s%2Fg%2F11nffsnybn!19sChIJXTQqXF9A1moRwHxQ0_kxgRk?authuser=0&hl=en&rclk=1,Chargefox Charging Station,,,·,Electric vehicle charging station,·,1 Uganda St,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 22 kW,,2-Feb,·,1300 518 038,Open 24 hours,,No reviews
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad64768d40fffff:0xd7e1221eca2b158b!8m2!3d-37.787866!4d145.1240894!16s%2Fg%2F11hg4cznk4!19sChIJ__8P1GhH1moRixUryh4i4dc?authuser=0&hl=en&rclk=1,Chargefox Charging Station,,,·,Electric vehicle charging station,·,600 Doncaster Rd,https://goevie.com.au/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 7 kW,,1-Feb,·,Open 24 hours,1300 518 038,,No reviews
https://www.google.com/maps/place/Tesla+Supercharger/data=!4m7!3m6!1s0x6ad6428f95afd0e1:0x3e50f3342b587bd8!8m2!3d-37.832143!4d144.995688!16s%2Fg%2F11dym4c19b!19sChIJ4dCvlY9C1moR2HtYKzTzUD4?authuser=0&hl=en&rclk=1,Tesla Supercharger,4.8,-49,·,Electric vehicle charging station,·,650 Church St,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Tesla,· 120 kW,Total,4,·,Open 24 hours,1300 518 038,,
https://www.google.com/maps/place/EVolution+Electric+Car+Charger/data=!4m7!3m6!1s0x6ad66be88af24d9b:0xa7e141976ba2e56e!8m2!3d-37.9031845!4d145.0954823!16s%2Fg%2F11fd6_tm_3!19sChIJm03yiuhr1moRbuWia5dB4ac?authuser=0&hl=en&rclk=1,EVolution Electric Car Charger,5,-1,·,Electric vehicle charging station,·,28 Westminster St,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,,,,,,·,Closed,1300 518 038,·,
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad6681721faaaab:0x90b3ac3ab5d033cd!8m2!3d-37.8481018!4d144.9790394!16s%2Fg%2F11q43_mgl8!19sChIJq6r6IRdo1moRzTPQtTqss5A?authuser=0&hl=en&rclk=1,Chargefox Charging Station,,,·,Electric vehicle charging station,·,574 St Kilda Rd,https://www.tesla.com/supercharger,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 22 kW,,2-Feb,·,Open 24 hours,1300 518 038,,No reviews
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad63f3a23f17189:0x3135570525cc01fd!8m2!3d-37.8352008!4d145.1640819!16s%2Fg%2F11h3c4wnn1!19sChIJiXHxIzo_1moR_QHMJQVXNTE?authuser=0&hl=en&rclk=1,Chargefox Charging Station,,,·,Electric vehicle charging station,·,270 Canterbury Rd,https://www.evolutionaustralia.com.au/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 22 kW,,2-Feb,·,Closed,1300 518 038,,No reviews
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad65d4b6105597d:0xc4331ffa6a497f62!8m2!3d-37.8158872!4d144.9595931!16s%2Fg%2F11fhs0xm__!19sChIJfVkFYUtd1moRYn9JavofM8Q?authuser=0&hl=en&rclk=1,Chargefox Charging Station,,,·,Electric vehicle charging station,·,485 Bourke St,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 22 kW,,2-Apr,·,,1300 518 038,,No reviews
https://www.google.com/maps/place/Tesla+Destination+Charger/data=!4m7!3m6!1s0x6ad66816bbf04fcf:0xe74053419922d750!8m2!3d-37.8493627!4d144.9781768!16s%2Fg%2F11gr2zycjn!19sChIJz0_wuxZo1moRUNcimUFTQOc?authuser=0&hl=en&rclk=1,Tesla Destination Charger,2,-1,·,Electric vehicle charging station,·,65 Queens Rd,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Tesla,· 22 kW,Total,2,·,,(03) 9529 4300,,
https://www.google.com/maps/place/Tesla+Destination+Charger/data=!4m7!3m6!1s0x6ad642835dff719b:0xcf2726f945383a44!8m2!3d-37.8377242!4d144.9954705!16s%2Fg%2F11gmxm0bvm!19sChIJm3H_XYNC1moRRDo4RfkmJ88?authuser=0&hl=en&rclk=1,Tesla Destination Charger,,,·,Electric vehicle charging station,·,637-641 Chapel St,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Tesla,· 22 kW,Total,2,·,,(03) 9040 1222,,No reviews
https://www.google.com/maps/place/Tesla+Destination+Charger/data=!4m7!3m6!1s0x6ad642c7d0a875f5:0xba025c5531a89d14!8m2!3d-37.8143033!4d144.973402!16s%2Fg%2F11fcr0t410!19sChIJ9XWo0MdC1moRFJ2oMVVcAro?authuser=0&hl=en&rclk=1,Tesla Destination Charger,,,·,Electric vehicle charging station,·,"Level Ground & Lower Parking, p1/25 Collins St",https://www.tesla.com/en_AU/destination-charging,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Tesla,· 22 kW,Total,2,·,,(03) 9653 0000,,No reviews
https://www.google.com/maps/place/Tesla+Destination+Charger/data=!4m7!3m6!1s0x6ad642b7d58c13c5:0x16243ad1bd9752f5!8m2!3d-37.8148268!4d144.9697022!16s%2Fg%2F11fcrh97_k!19sChIJxROM1bdC1moR9VKXvdE6JBY?authuser=0&hl=en&rclk=1,Tesla Destination Charger,,,·,Electric vehicle charging station,·,123 Collins St,https://www.tesla.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Tesla,· 22 kW,Total,1,·,,(03) 9657 1234,,No reviews
https://www.google.com/maps/place/Tesla+Destination+Charger/data=!4m7!3m6!1s0x6ad66816af987a85:0x534399712d90005e!8m2!3d-37.8499608!4d144.9784496!16s%2Fg%2F11gmwxk7zr!19sChIJhXqYrxZo1moRXgCQLXGZQ1M?authuser=0&hl=en&rclk=1,Tesla Destination Charger,,,·,Electric vehicle charging station,·,basement 1/192 Wellington Parade,https://www.tesla.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Tesla,· 11 kW,Total,2,·,,(03) 9419 2000,,No reviews
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad66825a772aa31:0xf3497194c03dffd!8m2!3d-37.8481433!4d144.9923793!16s%2Fg%2F11j8vlr3zj!19sChIJMapypyVo1moR_d8DTBmXNA8?authuser=0&hl=en&rclk=1,Chargefox Charging Station,2,-1,·,Electric vehicle charging station,·,Cato St,https://www.tesla.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 22 kW,,1-Feb,·,,1300 518 038,,
https://www.google.com/maps/place/Tesla+Destination+Charger/data=!4m7!3m6!1s0x6ad6686f91900f37:0x9b8d9d28debee895!8m2!3d-37.862284!4d144.973965!16s%2Fg%2F11h6yd95gh!19sChIJNw-QkW9o1moRlei-3iidjZs?authuser=0&hl=en&rclk=1,Tesla Destination Charger,,,·,Electric vehicle charging station,·,2 Acland St,https://www.tesla.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Tesla,· 22 kW,Total,2,·,,(03) 9536 1111,,No reviews
https://www.google.com/maps/place/Tesla+Destination+Charger/data=!4m7!3m6!1s0x6ad642cf36b35455:0x4b4dee865c26e462!8m2!3d-37.8100453!4d144.970528!16s%2Fg%2F11fks63z0g!19sChIJVVSzNs9C1moRYuQmXIbuTUs?authuser=0&hl=en&rclk=1,Tesla Destination Charger,5,-1,·,Electric vehicle charging station,·,59 Lonsdale St,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Tesla,· 7 kW,Total,2,·,,(03) 9613 0000,,
https://www.google.com/maps/place/Tesla+Destination+Charger/data=!4m7!3m6!1s0x6ad624f1354b0883:0x87a801a638984987!8m2!3d-37.863358!4d145.353055!16s%2Fg%2F11gr3dwcb2!19sChIJgwhLNfEk1moRh0mYOKYBqIc?authuser=0&hl=en&rclk=1,Tesla Destination Charger,,,·,Electric vehicle charging station,·,361 Mount Dandenong Tourist Rd,,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,,,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Tesla,· 22 kW,Total,1,·,(03) 9755 3332,,,No reviews
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad66a6603c34529:0x726702c1df8bbc87!8m2!3d-37.8861421!4d145.0826588!16s%2Fg%2F11s5vyk8mm!19sChIJKUXDA2Zq1moRh7yL38ECZ3I?authuser=0&hl=en&rclk=1,Chargefox Charging Station,,,·,Electric vehicle charging station,·,1341 Dandenong Rd,https://www.tesla.com/charging,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 7 kW,,5-May,·,,1300 518 038,,No reviews
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad63a8541c8a48b:0x11b9fb8cbc63349a!8m2!3d-37.7969198!4d145.2798645!16s%2Fg%2F11s2m7g_2l!19sChIJi6TIQYU61moRmjRjvIz7uRE?authuser=0&hl=en&rclk=1,Chargefox Charging Station,,,·,Electric vehicle charging station,·,4/16 Devon St,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 7 kW,,4-Apr,·,1300 518 038,,,No reviews
https://www.google.com/maps/place/Tesla+Destination+Charger/data=!4m7!3m6!1s0x6ad65d67d849e8b9:0xbb73663e54062ea7!8m2!3d-37.8132469!4d144.937184!16s%2Fg%2F11fcpsdm77!19sChIJuehJ2Gdd1moRpy4GVD5mc7s?authuser=0&hl=en&rclk=1,Tesla Destination Charger,,,·,Electric vehicle charging station,·,440 Docklands Dr,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Tesla,· 22 kW,Total,1,·,,(03) 9328 8600,,No reviews
https://www.google.com/maps/place/Tesla+Destination+Charger/data=!4m7!3m6!1s0x6ad65d4e91ec4e69:0x3a156eb035817ecd!8m2!3d-37.8162367!4d144.9548037!16s%2Fg%2F11gmy8k_4c!19sChIJaU7skU5d1moRzX6BNbBuFTo?authuser=0&hl=en&rclk=1,Tesla Destination Charger,,,·,Electric vehicle charging station,·,636 Bourke St,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Tesla,· 22 kW,Total,2,·,,(03) 8608 5500,,No reviews
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad644f862400de7:0xee39cb6f1ce1513f!8m2!3d-37.7401647!4d145.0043045!16s%2Fg%2F11hzjqs09j!19sChIJ5w1AYvhE1moRP1HhHG_LOe4?authuser=0&hl=en&rclk=1,Chargefox Charging Station,,,·,Electric vehicle charging station,·,274 Gower St,https://www.tesla.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 7 kW,,2-Feb,·,,1300 518 038,,No reviews
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad642537e307dc7:0xf6ffaf6bb0b2ae6e!8m2!3d-37.8122418!4d145.0108122!16s%2Fg%2F11rq3hj3jz!19sChIJx30wflNC1moRbq6ysGuv__Y?authuser=0&hl=en&rclk=1,Chargefox Charging Station,4,-1,·,Electric vehicle charging station,·,630 Victoria St,https://www.tesla.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 22 kW,,3-Apr,·,,1300 518 038,,
https://www.google.com/maps/place/Tesla+Supercharger/data=!4m7!3m6!1s0x6ad64183b83bca45:0x9568c5df6274051c!8m2!3d-37.8286488!4d145.0563957!16s%2Fg%2F11hfy7j_pl!19sChIJRco7uINB1moRHAV0Yt_FaJU?authuser=0&hl=en&rclk=1,Tesla Supercharger,4.1,-14,·,Electric vehicle charging station,·,793 Burke Rd,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 4.5 kW,,1-Jan,·,Open 24 hours,1300 518 038,·,
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad6468b823fffff:0xa3fc39a5cdfae260!8m2!3d-37.7591293!4d145.0685473!16s%2Fg%2F11fly_11wm!19sChIJ__8_gotG1moRYOL6zaU5_KM?authuser=0&hl=en&rclk=1,Chargefox Charging Station,,,·,Electric vehicle charging station,·,451 Lower Heidelberg Rd,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 22 kW,,4-Apr,·,,1300 518 038,,No reviews
https://www.google.com/maps/place/Evie+Charging+Station/data=!4m7!3m6!1s0x6ad669c2a06456fb:0x276afc0d2156e385!8m2!3d-37.8634194!4d145.0272358!16s%2Fg%2F11s7dmvhcb!19sChIJ-1ZkoMJp1moRheNWIQ38aic?authuser=0&hl=en&rclk=1,Evie Charging Station,4,-1,·,Electric vehicle charging station,·,110/122 Wattletree Rd,https://www.tesla.com/supercharger,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,CHAdeMO,· 50 kW,,2-Feb,·,Open 24 hours,1300 463 843,,
https://www.google.com/maps/place/Tesla+Destination+Charger/data=!4m7!3m6!1s0x6ad65d4bd869b3e7:0x18a69259dc4338fa!8m2!3d-37.813111!4d144.955756!16s%2Fg%2F11fct40dk5!19sChIJ57Np2Etd1moR-jhD3FmSphg?authuser=0&hl=en&rclk=1,Tesla Destination Charger,,,·,Electric vehicle charging station,·,535 Little Lonsdale St,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Tesla,· 22 kW,Total,2,·,Open 24 hours,1300 518 038,·,No reviews
https://www.google.com/maps/place/Tesla+Destination+Charger/data=!4m7!3m6!1s0x6ad642b7ea4fe737:0xe3ba90242fd68c94!8m2!3d-37.816238!4d144.970955!16s%2Fg%2F11gmyvf4gg!19sChIJN-dP6rdC1moRlIzWLySQuuM?authuser=0&hl=en&rclk=1,Tesla Destination Charger,1,-1,·,Electric vehicle charging station,·,114 Flinders St,https://www.goevie.com.au/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Tesla,· 4 kW,Total,3,·,,(03) 9674 3200,,
https://www.google.com/maps/place/Tesla+Destination+Charger/data=!4m7!3m6!1s0x6ad642cd01f41301:0x1bb0cda32ca091c2!8m2!3d-37.805694!4d144.9636109!16s%2Fg%2F11h6qjy1d2!19sChIJARP0Ac1C1moRwpGgLKPNsBs?authuser=0&hl=en&rclk=1,Tesla Destination Charger,,,·,Electric vehicle charging station,·,488 Swanston St,https://www.tesla.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Tesla,· 11 kW,Total,2,·,Open 24 hours,(03) 9225 9000,,No reviews
