Link,Charger Name,Google Review Rate,UY7F9,W4Efsd,W4Efsd 2,W4Efsd 3,Address,Source,EgL07d src,R8c4Qb,EgL07d src 2,R8c4Qb 2,A5dCOc src,JpCtJf,Power,yNqZw,lmLZWe,W4Efsd 5,Opening Time,Contact,Second Contact Number,fontBodyMedium
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad642b7761f6199:0xac3203662a9bc98b!8m2!3d-37.8177027!4d144.9712506!16s%2Fg%2F11sfpnffgg!19sChIJmWEfdrdC1moRi8mbKmYDMqw?authuser=0&hl=en&rclk=1,Chargefox Charging Station,,,·,Electric vehicle charging station,·,Russell St Ext,https://www.tesla.com/en_AU/destination-charging,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 11 kW,,1-Feb,·,,1300 518 038,,No reviews
https://www.google.com/maps/place/Porsche+Destination+Charging+Station/data=!4m7!3m6!1s0x6ad65d2d95a2cea9:0x50dc22dcafb9dcff!8m2!3d-37.8198211!4d144.9583003!16s%2Fg%2F11h53pt2rz!19sChIJqc6ilS1d1moR_9y5r9wi3FA?authuser=0&hl=en&rclk=1,Porsche Destination Charging Station,5,-1,·,Electric vehicle charging station,·,474 Flinders St,,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,,,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 11 kW,Total,2,,,,,
https://www.google.com/maps/place/Electric+Vehicle+Charging+Station/data=!4m7!3m6!1s0x6ad5df3a4e2ae817:0x81aefb9cc21cd482!8m2!3d-38.2207233!4d145.0612025!16s%2Fg%2F11fpsy_wjb!19sChIJF-gqTjrf1WoRgtQcwpz7roE?authuser=0&hl=en&rclk=1,Electric Vehicle Charging Station,4.5,-2,·,Electric vehicle charging station,,,,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,,,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,,Total,4,,,,,
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad674da5fe04f29:0xcb804174e95d2744!8m2!3d-38.1404264!4d145.1251614!16s%2Fg%2F11t60gbgrr!19sChIJKU_gX9p01moRRCdd6XRBgMs?authuser=0&hl=en&rclk=1,Chargefox Charging Station,,,·,Electric vehicle charging station,·,28 Beach St,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 22 kW,,2-Feb,·,1300 518 038,,,No reviews
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad6434ab9cf0747:0xcc580289ca78122a!8m2!3d-37.7737797!4d144.9618942!16s%2Fg%2F11k6f1pkms!19sChIJRwfPuUpD1moRKhJ4yokCWMw?authuser=0&hl=en&rclk=1,Chargefox Charging Station,4.7,-15,·,Electric vehicle charging station,·,13-15 Edward St,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,CHAdeMO,· 50 kW,,1-Feb,·,1300 518 038,,,
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad668150fc54041:0xb14c5e2d70bc851e!8m2!3d-37.8543276!4d144.981272!16s%2Fg%2F11s5k6dq0_!19sChIJQUDFDxVo1moRHoW8cC1eTLE?authuser=0&hl=en&rclk=1,Chargefox Charging Station,,,·,Electric vehicle charging station,·,632 St Kilda Rd,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 22 kW,,1-Jan,·,,1300 518 038,,No reviews
https://www.google.com/maps/place/Evie+Charging+Station/data=!4m7!3m6!1s0x6ad642e2a4176d2b:0xeb631b856ee8aabb!8m2!3d-37.8044708!4d144.9932696!16s%2Fg%2F11smv_w1vv!19sChIJK20XpOJC1moRu6roboUbY-s?authuser=0&hl=en&rclk=1,Evie Charging Station,5,-2,·,Electric vehicle charging station,·,13 Stanton St,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,CHAdeMO,· 50 kW,,2-Feb,·,Open 24 hours,1300 518 038,·,
https://www.google.com/maps/place/Tesla+Supercharger/data=!4m7!3m6!1s0x6ad5dddb38c017c3:0x4be5edd1fac52ca!8m2!3d-38.2344065!4d145.0510339!16s%2Fg%2F11pkk72nqg!19sChIJwxfAONvd1WoRylKsH91evgQ?authuser=0&hl=en&rclk=1,Tesla Supercharger,5,-3,·,Electric vehicle charging station,·,1300 518 038,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Tesla,· 250 kW,Total,12,,Open 24 hours,,,
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad669a369773ab1:0xe20652f3a99f3e44!8m2!3d-37.8808127!4d145.0225901!16s%2Fg%2F11qs31gv_l!19sChIJsTp3aaNp1moRRD6fqfNSBuI?authuser=0&hl=en&rclk=1,Chargefox Charging Station,4,-1,·,Electric vehicle charging station,·,Glen Eira Rd,https://goevie.com.au/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 7 kW,,4-Apr,·,Open 24 hours,1300 518 038,,
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad637e09f7f5cdb:0x3c9cd6f23f7f5fc2!8m2!3d-37.7234884!4d145.1417052!16s%2Fg%2F11rfmv991r!19sChIJ21x_n-A31moRwl9_P_LWnDw?authuser=0&hl=en&rclk=1,Chargefox Charging Station,5,-1,·,Electric vehicle charging station,·,40 Brougham St,http://tesla.com/supercharging,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 7 kW,,4-Apr,·,Open 24 hours,·,1300 518 038,
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad6434b384e1f95:0x55adc463b198f2c3!8m2!3d-37.7714494!4d144.961989!16s%2Fg%2F11hcz385cv!19sChIJlR9OOEtD1moRw_KYsWPErVU?authuser=0&hl=en&rclk=1,Chargefox Charging Station,5,-4,·,Electric vehicle charging station,·,1 David St,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 22 kW,,,·,,1300 518 038,,
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad6485aecbc4b8f:0x8c3de2d2177199fc!8m2!3d-37.7020501!4d145.1026987!16s%2Fg%2F11h5s8twr7!19sChIJj0u87FpI1moR_JlxF9LiPYw?authuser=0&hl=en&rclk=1,Chargefox Charging Station,,,·,Electric vehicle charging station,·,25 Main St,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 22 kW,,3-Apr,·,Open 24 hours,1300 518 038,,No reviews
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad6404f7d4e3e15:0x31245eeb220d071d!8m2!3d-37.8542427!4d145.1043361!16s%2Fg%2F11j3t4n2dp!19sChIJFT5OfU9A1moRHQcNIuteJDE?authuser=0&hl=en&rclk=1,Chargefox Charging Station,,,·,Electric vehicle charging station,·,97 Highbury Rd,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Unknown connector,· 10.5 kW,,1-Jan,·,,1300 518 038,,No reviews
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad6679ad12e744f:0x106a5e7f33de1fcc!8m2!3d-37.8283249!4d144.9257637!16s%2Fg%2F11sx0ttv1s!19sChIJT3Qu0Zpn1moRzB_eM39eahA?authuser=0&hl=en&rclk=1,Chargefox Charging Station,,,·,Electric vehicle charging station,·,2 Thackray Rd,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,CHAdeMO,· 25 kW,,1-Jan,·,,1300 518 038,,No reviews
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad642546b5362d5:0x30fe426ac9bd9e5f!8m2!3d-37.8132086!4d145.0097036!16s%2Fg%2F11t4bd8w1j!19sChIJ1WJTa1RC1moRX569yWpC_jA?authuser=0&hl=en&rclk=1,Chargefox Charging Station,,,·,Electric vehicle charging station,·,620 Victoria St,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 22 kW,,2-Feb,·,,1300 518 038,,No reviews
https://www.google.com/maps/place/Tesla+Destination+Charger/data=!4m7!3m6!1s0x6ad6425085844aff:0x806f81c7f5fb2d8f!8m2!3d-37.8197106!4d145.0130928!16s%2Fg%2F11fcqj9vlm!19sChIJ_0qEhVBC1moRjy379ceBb4A?authuser=0&hl=en&rclk=1,Tesla Destination Charger,1,-1,·,Electric vehicle charging station,·,649 Bridge Rd,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Tesla,· 7 kW,Total,2,·,,(03) 9246 1200,,
https://www.google.com/maps/place/Tesla+Destination+Charger/data=!4m7!3m6!1s0x6ad65d429785c531:0x8c9656e5e9233d11!8m2!3d-37.812753!4d144.939872!16s%2Fg%2F11gnrg9qmk!19sChIJMcWFl0Jd1moRET0j6eVWlow?authuser=0&hl=en&rclk=1,Tesla Destination Charger,,,·,Electric vehicle charging station,·,(03) 9328 8600,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Tesla,· 22 kW,Total,1,,,,,No reviews
https://www.google.com/maps/place/Evie+Charging+Station/data=!4m7!3m6!1s0x6ad6394ff61d8d59:0x184c15014070db10!8m2!3d-37.83192!4d145.2138971!16s%2Fg%2F11t5dhmv5p!19sChIJWY0d9k851moRENtwQAEVTBg?authuser=0&hl=en&rclk=1,Evie Charging Station,5,-1,·,Electric vehicle charging station,·,401 Canterbury Rd,https://www.tesla.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,CHAdeMO,· 50 kW,,2-Feb,·,,1300 463 843,,
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad64895126d3159:0x6f06b58f606b448a!8m2!3d-37.7018751!4d145.073026!16s%2Fg%2F11s30f0936!19sChIJWTFtEpVI1moRikRrYI-1Bm8?authuser=0&hl=en&rclk=1,Chargefox Charging Station,,,·,Electric vehicle charging station,·,429/439 Grimshaw St,https://www.tesla.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 7 kW,,1-Jan,·,,1300 518 038,,No reviews
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad64413a57a9f55:0x91572e8a56f1f94d!8m2!3d-37.7670839!4d145.0306003!16s%2Fg%2F11s34lcd2q!19sChIJVZ96pRNE1moRTfnxVoouV5E?authuser=0&hl=en&rclk=1,Chargefox Charging Station,5,-1,·,Electric vehicle charging station,·,370 Darebin Rd,https://www.goevie.com.au/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,CCS,· 80 kW,Total,2,·,Closed,1300 463 843,·,
https://www.google.com/maps/place/Electric+Vehicle+Charging+Station/data=!4m7!3m6!1s0x6ad643af247c8505:0xece1c5c1460f594!8m2!3d-37.8180822!4d144.964023!16s%2Fg%2F11t3fzr1w_!19sChIJBYV8JK9D1moRlPVgFFwczg4?authuser=0&hl=en&rclk=1,Electric Vehicle Charging Station,,,·,Electric vehicle charging station,·,300 Flinders St,,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,,,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Tesla,· 4 kW,Total,2,·,1300 518 038,Open 24 hours,,No reviews
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad6678a6d9d600f:0x6b695dd20bda2710!8m2!3d-37.8224143!4d144.9352029!16s%2Fg%2F11s56xfyzh!19sChIJD2CdbYpn1moRECfaC9JdaWs?authuser=0&hl=en&rclk=1,Chargefox Charging Station,,,·,Electric vehicle charging station,·,103 S Wharf Dr,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Type 2,· 22 kW,,4-Apr,·,Closed,1300 518 038,,No reviews
https://www.google.com/maps/place/ChargePoint+Charging+Station/data=!4m7!3m6!1s0x6ad63fbc09ebd5af:0xdbe192ab544666a9!8m2!3d-37.8754685!4d145.1651138!16s%2Fg%2F11f53sc74c!19sChIJr9XrCbw_1moRqWZGVKuS4ds?authuser=0&hl=en&rclk=1,ChargePoint Charging Station,,,·,Electric vehicle charging station,·,235 Springvale Rd,https://www.chargepoint.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,,,,,,,,,,No reviews
https://www.google.com/maps/place/JET+Charge/data=!4m7!3m6!1s0x6ad65d3e9ba3e2bf:0x266c0645f0a4bae0!8m2!3d-37.828786!4d144.9354423!16s%2Fg%2F11c6lctww_!19sChIJv-Kjmz5d1moR4Lqk8EUGbCY?authuser=0&hl=en&rclk=1,JET Charge,5,-43,·,Electric vehicle charging station,·,10/350 Bridge St,https://www.chargefox.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,,,,,,·,Closed,1300 518 038,·,
https://www.google.com/maps/place/Tesla+Destination+Charger/data=!4m7!3m6!1s0x6ad6421c185b22fd:0x62e9edeeaa8ab201!8m2!3d-37.8465!4d145.0458149!16s%2Fg%2F11fct3_tyv!19sChIJ_SJbGBxC1moRAbKKqu7t6WI?authuser=0&hl=en&rclk=1,Tesla Destination Charger,,,·,Electric vehicle charging station,·,Toorak Rd,https://www.chargepoint.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,,,,,,·,,(03) 9822 3602,,No reviews
https://www.google.com/maps/place/Porsche+Charging+Station/data=!4m7!3m6!1s0x6ad6437974369a59:0x260e5821f0023eed!8m2!3d-37.8217261!4d144.9651844!16s%2Fg%2F11fmpy9dx7!19sChIJWZo2dHlD1moR7T4C8CFYDiY?authuser=0&hl=en&rclk=1,Porsche Charging Station,5,-1,·,Electric vehicle charging station,·,70 City Rd,,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,,,,,,,,·,1800 727 546,Closed,,
https://www.google.com/maps/place/Chargefox+Charging+Station/data=!4m7!3m6!1s0x6ad60e426cd855d3:0xbf880a0126a6dce0!8m2!3d-38.1018166!4d145.2488922!16s%2Fg%2F11s5vyflbk!19sChIJ01XYbEIO1moR4NymJgEKiL8?authuser=0&hl=en&rclk=1,Chargefox Charging Station,,,·,Electric vehicle charging station,·,4 Flicka Blvd,https://www.tesla.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,,,,,,·,,1300 518 038,,No reviews
https://www.google.com/maps/place/Tesla+Destination+Charger/data=!4m7!3m6!1s0x6ad6383a55d8210d:0x14af59a8e48db0e5!8m2!3d-37.7620701!4d145.1678517!16s%2Fg%2F11gmyvfqk3!19sChIJDSHYVTo41moR5bCN5KhZrxQ?authuser=0&hl=en&rclk=1,Tesla Destination Charger,5,-1,·,Electric vehicle charging station,·,181 Reynolds Rd,https://www.tesla.com/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,,,,,,·,(03) 9842 9000,,,
https://www.google.com/maps/place/Evo/data=!4m7!3m6!1s0x6ad63dc7f93277eb:0xe841d5c1a3b8cecc!8m2!3d-37.899758!4d145.2478032!16s%2Fg%2F11g0zwsr9y!19sChIJ63cy-cc91moRzM64o8HVQeg?authuser=0&hl=en&rclk=1,Evo,,,·,Electric vehicle charging station,·,10 Henderson Rd,,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,,,,,,,,,,,,No reviews
https://www.google.com/maps/place/Melbourne+Museum+electric+vehicle+charging/data=!4m7!3m6!1s0x6ad642da40c9de9f:0xea245f2035c78b22!8m2!3d-37.8031931!4d144.9717675!16s%2Fg%2F1thd6tp3!19sChIJn97JQNpC1moRIovHNSBfJOo?authuser=0&hl=en&rclk=1,Melbourne Museum electric vehicle charging,3.7,-6,·,Electric vehicle charging station,·,11 Nicholson St,,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,,,,,,,,·,(03) 9842 9000,Open,·,
https://www.google.com/maps/place/Better+Place+Australia+Pty+Ltd/data=!4m7!3m6!1s0x6ad6428e4f1ab8f7:0xa96e5a7229c1384b!8m2!3d-37.8305621!4d144.9961673!16s%2Fg%2F1wzt2hw_!19sChIJ97gaT45C1moRSzjBKXJabqk?authuser=0&hl=en&rclk=1,Better Place Australia Pty Ltd,,,·,Electric vehicle charging station,·,114 Balmain St,,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,,,,,,,,·,·,Open 24 hours,(03) 8679 0800,No reviews
https://www.google.com/maps/place/Park+n+Plug/data=!4m7!3m6!1s0x6ad64456aaaaaaab:0xaf413d848b1690c3!8m2!3d-37.7399362!4d145.0107588!16s%2Fg%2F11kc9k5qlw!19sChIJq6qqqlZE1moRw5AWi4Q9Qa8?authuser=0&hl=en&rclk=1,Park n Plug,,,·,Electric vehicle charging station,·,468 High St,http://parknplug.com.au/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,,,,,,·,0466 576 281,Open,⋅ Closes 12AM,No reviews
https://www.google.com/maps/place/Electric+Vehicle+Charging+Station/data=!4m7!3m6!1s0x6ad64564626e2ee9:0x37ab09d466333f5!8m2!3d-37.7663276!4d145.0452909!16s%2Fg%2F11rmnnzqds!19sChIJ6S5uYmRF1moR9TNjRp2wegM?authuser=0&hl=en&rclk=1,Electric Vehicle Charging Station,4,-1,·,Electric vehicle charging station,·,275 Upper Heidelberg Rd,,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,,,,,,,,·,,Open 24 hours,,
https://www.google.com/maps/place/Electric+Vehicle+Charging+Station/data=!4m7!3m6!1s0x6ad647aec1b41aa9:0x45d501765818aca3!8m2!3d-37.7295518!4d145.0573137!16s%2Fg%2F11j6tvz3_x!19sChIJqRq0wa5H1moRo6wYWHYB1UU?authuser=0&hl=en&rclk=1,Electric Vehicle Charging Station,,,·,Electric vehicle charging station,·,1/179 Bamfield Rd,,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,,,,,,,,·,0466 576 281,Closed,,No reviews
https://www.google.com/maps/place/Recips+Electrical+%26+Data/data=!4m7!3m6!1s0x6ad638d61a7c33c5:0x5563dc57276bdc8d!8m2!3d-37.825054!4d145.1802287!16s%2Fg%2F1tr7jj5c!19sChIJxTN8GtY41moRjdxrJ1fcY1U?authuser=0&hl=en&rclk=1,Recips Electrical & Data,5,-14,·,Electric vehicle charging station,·,11/56 Norcal Rd,https://recips.com.au/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,,,,,,·,·,Closed,⋅ Opens 7AM Mon,
https://www.google.com/maps/place/Protec+Electrical+and+Solar/data=!4m7!3m6!1s0x6ad5dbec42a5e861:0x996c39c96679769b!8m2!3d-38.2445287!4d145.0373824!16s%2Fg%2F11c42pd9jp!19sChIJYeilQuzb1WoRm3Z5Zsk5bJk?authuser=0&hl=en&rclk=1,Protec Electrical and Solar,5,-59,·,Electric vehicle charging station,·,Bentons Rd,http://www.protecelectrics.com.au/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,,,,,,·,·,Closed,⋅ Opens 7AM Sun,
https://www.google.com/maps/place/Frankencycle+Australia+Pty+Ltd/data=!4m7!3m6!1s0x6ad669f333e6683f:0x4ee4788d99bbd2be!8m2!3d-37.8898697!4d145.047128!16s%2Fg%2F1q5bm1kws!19sChIJP2jmM_Np1moRvtK7mY145E4?authuser=0&hl=en&rclk=1,Frankencycle Australia Pty Ltd,5,-5,·,Electric vehicle charging station,·,1259 Glen Huntly Rd,,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,,,,,,,,·,0419 593 337,Closed,,
https://www.google.com/maps/place/IPACS+Group/data=!4m7!3m6!1s0x6ad616d2c461b103:0xd761e83a4159ef68!8m2!3d-38.037857!4d145.339816!16s%2Fg%2F11g6981_m4!19sChIJA7FhxNIW1moRaO9ZQTroYdc?authuser=0&hl=en&rclk=1,IPACS Group,5,-2,·,Electric vehicle charging station,·,7 Intrepid St,http://www.protecelectrics.com.au/,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,,,,,,·,Closed,·,(03) 9769 3377,
https://www.google.com/maps/place/Tesla+Destination+Charger/data=!4m7!3m6!1s0x6ad647701cee4241:0x89138967e14513!8m2!3d-37.7836174!4d145.1261033!16s%2Fg%2F11h6ydcm_q!19sChIJQULuHHBH1moRE0XhZ4kTiQA?authuser=0&hl=en&rclk=1,Tesla Destination Charger,2.2,-5,·,Electric vehicle charging station,·,619 Doncaster Rd,https://www.tesla.com/charging,https://www.gstatic.com/images/icons/material/system_gm/2x/public_gm_blue_24dp.png,Website,https://maps.gstatic.com/consumer/images/icons/2x/ic_directions_gm_blue_24px.png,Directions,https://www.gstatic.com/images/icons/material/system_gm/2x/ev_station_gm_blue_24dp.png,Tesla,· 22 kW,Total,4,·,0419 593 337,Temporarily closed,(03) 9848 1699,